From,To,Date,Time,Next_Hop,AS_PATH,Announce,Withdraw
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:16,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:18,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:19,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:20,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:21,2001:56b:2:21::3,"['852', '3356', '26615']",['  2804:214:85d8::/45'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:22,2001:56b:2:21::3,"['852', '174', '1239', '11830', '3573']",['  2801:1f0:401c::/47'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:23,,['N/A'],['N/A'],['  2a03:8160:14::/48']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:24,2001:56b:2:21::3,"['852', '3356', '174', '92']",['  2605:6480::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:26,2001:56b:2:21::3,"['852', '174', '3356', '42739', '204782']",['  2a0c:7a80::/29'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:27,2001:56b:2:21::3,"['852', '174', '3356', '42739', '203287']",['  2a0c:79c0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:28,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:29,2001:56b:2:21::3,"['852', '6453', '1239', '11830', '3573']","['  2801:1f0:401d::/48', '  2801:1f0:401c::/47']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:31,2001:56b:2:21::3,"['852', '1299', '4134', '23650']",['  240e:e9:9000::/37'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:32,2001:56b:2:21::3,"['852', '1299', '3356', '53857']",['  2001:438:11::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:34,2001:56b:2:21::3,"['852', '3356', '174', '92']",['  2605:6480::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:36,2001:56b:2:21::3,"['852', '174', '1299', '30962', '41108', '209650']",['  2a07:1c44:8112::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:37,,['N/A'],['N/A'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:38,2001:56b:2:21::3,"['852', '3356', '42739', '203287']",['  2a0c:79c0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:39,2001:56b:2:21::3,"['852', '174', '37468', '52551', '52531', '269018']","['  2804:5e34::/33', '  2804:5e34:8000::/33']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:40,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:43,,['N/A'],['N/A'],['  2801:80:3520::/48']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:44,2001:56b:2:21::3,"['852', '174', '3741', '15808']",['  2c0f:ff90::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:48,2001:56b:2:21::3,"['852', '1299', '6939', '136620', '202314']","['  2a06:1e86:420::/48', '  2a06:1e86:1010::/48']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:49,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:54,2001:56b:2:21::3,"['852', '174', '92']",['  2605:6480::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:55,2001:56b:2:21::3,"['852', '1299', '32097', '33387', '137940']",['  2602:feda:40::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:56,2001:56b:2:21::3,"['852', '3356', '1239', '11830', '3790']",['  2001:13d8::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:57,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:58,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:32:59,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:01,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:02,2001:56b:2:21::3,"['852', '3491', '18187', '9658', '9821', '20940', '20940']",['  2600:1417:3e::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:03,,['N/A'],['N/A'],['  2804:154c:5014::/48']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:05,2001:56b:2:21::3,"['852', '1299', '174', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:06,2001:56b:2:21::3,"['852', '6939', '36029']","['  2620:118:7002::/47', '  2620:118:7004::/47', '  2620:118:7006::/47']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:07,2001:56b:2:21::3,"['852', '1299', '7738', '262999', '262999', '262999', '268199']",['  2804:4d7c::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:08,2001:56b:2:21::3,"['852', '2914', '20473', '9558']",['  2404:5780:3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:09,2001:56b:2:21::3,"['852', '6453', '174', '32629']",['  2620:0:2f0::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:12,2001:56b:2:21::3,"['852', '6453', '1239', '11830', '3573']","['  2801:1f0:401c::/47', '  2801:1f0:401d::/48']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:13,2001:56b:2:21::3,"['852', '1299', '6939', '35661', '199586', '207292']",['  2a0c:b641:763::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:14,2001:56b:2:21::3,"['852', '174', '1239', '11830', '3573']",['  2801:1f0:401d::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:15,2001:56b:2:21::3,"['852', '174', '1239', '11830', '3573']",['  2801:1f0:401c::/47'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:22,2001:56b:2:21::3,"['852', '6453', '1239', '11830', '3573']","['  2801:1f0:401d::/48', '  2801:1f0:401c::/47']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:24,,['N/A'],['N/A'],['  2a07:1c44:8112::/48']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:25,2001:56b:2:21::3,"['852', '3356', '12189', '39239']",['  2a01:b960:230b::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:28,,['N/A'],['N/A'],"['  2804:5e50::/33', '  2804:5e50:101::/48', '  2804:5e50:100::/48']"
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:30,,['N/A'],['N/A'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:31,2001:56b:2:21::3,"['852', '174', '3356', '42739', '204782']",['  2a0c:7a80::/29'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:33,2001:56b:2:21::3,"['852', '6939', '15782']",['  2001:7a0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:34,2001:56b:2:21::3,"['852', '6939', '7473', '3758', '9911', '9890']",['  2a00:ad87:4600::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:36,2001:56b:2:21::3,"['852', '3356', '42739', '203287']",['  2a0c:79c0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:38,2001:56b:2:21::3,"['852', '16696', '16696', '16696', '16696', '16696', '16696', '33047']",['  2a03:8160:14::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:40,2001:56b:2:21::3,"['852', '1299', '6939', '208884']",['  2a0e:aa07:f091::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:42,2001:56b:2:21::3,"['852', '1299', '3257', '13335']",['  2400:cb00:a1c3::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:43,2001:56b:2:21::3,"['852', '1299', '2914', '13335']",['  2400:cb00:a1c5::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:44,2001:56b:2:21::3,"['852', '174', '3741', '15808']",['  2c0f:ff90::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:47,2001:56b:2:21::3,"['852', '3356', '53013', '267124', '264217', '267212', '267212', '267212']",['  2804:49fc::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:48,2001:56b:2:21::3,"['852', '3356', '13335']",['  2400:cb00:a1c4::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:50,2001:56b:2:21::3,"['852', '1299', '45011', '15782']",['  2001:7a0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:55,2001:56b:2:21::3,"['852', '3356', '6939', '15296', '393468']",['  2620:135:f000::/44'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:56,2001:56b:2:21::3,"['852', '9505', '9293']",['  2001:2e0:7000::/36'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:33:57,2001:56b:2:21::3,"['852', '174', '3356', '42739', '203287']",['  2a0c:79c0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:00,2001:56b:2:21::3,"['852', '9505', '18185', '9916']",['  2001:f18::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:01,2001:56b:2:21::3,"['852', '6453', '7738', '28186', '269025']",['  2804:5e50:101::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:02,2001:56b:2:21::3,"['852', '6453', '7738', '28186', '269025']","['  2804:5e50:100::/48', '  2804:5e50::/33']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:03,2001:56b:2:21::3,"['852', '9505']",['  2001:b200::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:04,2001:56b:2:21::3,"['852', '9505', '7532', '38843']",['  2400:b380::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:05,2001:56b:2:21::3,"['852', '9505', '9902', '9902', '9902', '9902', '9902', '132590']",['  2401:7540::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:06,2001:56b:2:21::3,"['852', '9505', '7532']",['  2402:b600::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:07,2001:56b:2:21::3,"['852', '6453', '3356', '49367', '50917']",['  2001:678:5b0::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:08,2001:56b:2:21::3,"['852', '1299', '9902', '139588']",['  2001:df1:2280::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:09,2001:56b:2:21::3,"['852', '1299', '62240', '136620', '204438']",['  2a0c:9a40:8114::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:14,2001:56b:2:21::3,"['852', '1299', '12956', '7738', '28186', '269025']","['  2804:5e50:101::/48', '  2804:5e50:100::/48', '  2804:5e50::/33']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:16,2001:56b:2:21::3,"['852', '174', '49367', '50917']",['  2001:678:5b0::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:17,2001:56b:2:21::3,"['852', '6453', '1239', '11830', '3573']","['  2801:1f0:401c::/47', '  2801:1f0:401d::/48']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:22,2001:56b:2:21::3,"['852', '2914', '6939', '208884']",['  2a0e:aa07:f091::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:24,2001:56b:2:21::3,"['852', '6939', '15296', '393468']",['  2620:135:f000::/44'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:25,2001:56b:2:21::3,"['852', '1299', '174', '4134', '23650']",['  240e:e9:9000::/37'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:26,2001:56b:2:21::3,"['852', '3356', '1239', '11830', '3573']","['  2801:1f0:401c::/47', '  2801:1f0:401d::/48']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:27,2001:56b:2:21::3,"['852', '1299', '3356', '28186', '263880']","['  2804:2728::/33', '  2804:2728:8201::/48', '  2804:2728:2::/48', '  2804:2728:8000::/33']",['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:29,,['N/A'],['N/A'],['  2a0e:aa07:f091::/48']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:38,2001:56b:2:21::3,"['852', '16696', '16696', '16696', '16696', '16696', '16696', '33047']",['  2a03:8160:14::/48'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:39,2001:56b:2:21::3,"['852', '3356', '42739', '203287']",['  2a0c:79c0::/32'],['N/A']
2001:56b:2:21::3,2001:13c7:7001:500::33,04/28/20,12:34:46,2001:56b:2:21::3,"['852', '33891', '24940', '60574']",['  2a00:9e20::/32'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:00,45.65.244.1,"['265721', '23520', '1299', '12956', '10429', '263043']",['  179.125.56.0/23'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:01,45.65.244.1,"['265721', '23520', '1299', '209', '721', '27064']","['  128.44.12.0/24', '  141.236.0.0/16', '  128.44.160.0/21', '  155.220.28.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:02,45.65.244.1,"['265721', '23520', '1299', '33891', '5539', '58365']",['  147.28.53.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:03,45.65.244.1,"['265721', '23520', '1299', '37100', '58363']",['  147.28.45.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:04,45.65.244.1,"['265721', '23520', '3491', '3257', '16735', '22548', '58364']",['  147.28.50.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:06,45.65.244.1,"['265721', '23520', '3491', '1273', '55410']",['  118.185.90.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:07,45.65.244.1,"['265721', '23520', '3491', '3356', '209', '721', '27064']","['  128.44.12.0/24', '  141.236.0.0/16', '  128.44.160.0/21', '  155.220.28.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:10,45.65.244.1,"['265721', '23520', '3491', '3356', '13904']",['  64.68.236.0/22'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:11,45.65.244.1,"['265721', '23520', '1299', '11404', '397422']",['  209.237.84.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:13,45.65.244.1,"['265721', '23520', '6830', '174', '7049']",['  200.47.37.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:15,45.65.244.1,"['265721', '23520', '3491', '1299', '9318', '45399']",['  58.226.213.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:17,45.65.244.1,"['265721', '23520', '1299', '2914', '37100', '58363']",['  147.28.44.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:18,45.65.244.1,"['265721', '23520', '3491', '6762', '38193', '132165', '132165', '132165', '132165', '132165']","['  196.246.199.0/24', '  196.246.198.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:19,45.65.244.1,"['265721', '23520', '1299', '9498', '8452', '24863']",['  196.205.71.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:20,45.65.244.1,"['265721', '23520', '3491', '136933', '6134']","['  45.128.146.0/24', '  154.91.194.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:21,,['N/A'],['N/A'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:23,45.65.244.1,"['265721', '23520', '1299', '5539', '58365']",['  147.28.53.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:25,45.65.244.1,"['265721', '23520', '1299', '2914', '63528', '58362']",['  147.28.40.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:26,45.65.244.1,"['265721', '23520', '6830', '2914', '3130']",['  147.28.37.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:27,45.65.244.1,"['265721', '23520', '1299', '174', '37100', '58363']",['  147.28.44.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:28,45.65.244.1,"['265721', '23520', '1299', '9498', '8452', '24863']",['  196.205.71.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:29,45.65.244.1,"['265721', '23520', '6939', '40676']",['  116.206.75.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:30,45.65.244.1,"['265721', '23520', '6939', '40676']",['  116.206.75.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:31,45.65.244.1,"['265721', '23520', '6830', '6762', '9829', '133301', '133301', '133301']",['  45.116.231.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:32,45.65.244.1,"['265721', '23520', '3491', '2914', '40676']",['  116.206.75.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:33,45.65.244.1,"['265721', '23520', '6939', '132602', '137491', '135037', '138192', '134146', '138343']","['  103.130.174.0/24', '  103.130.172.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:34,45.65.244.1,"['265721', '23520', '3491', '6762', '17557', '132165']","['  196.246.115.0/24', '  196.246.116.0/24', '  196.246.194.0/24', '  196.246.112.0/24', '  196.246.109.0/24', '  196.246.192.0/24', '  196.246.119.0/24', '  196.246.113.0/24', '  196.246.118.0/24', '  196.246.195.0/24', '  196.246.110.0/24', '  196.246.117.0/24', '  196.246.111.0/24', '  196.246.114.0/24', '  196.246.193.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:35,45.65.244.1,"['265721', '23520', '7738', '262999', '262999', '262999', '262999', '52978', '264973']","['  170.0.137.0/24', '  170.0.136.0/24', '  170.0.138.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:37,45.65.244.1,"['265721', '23520', '1299', '2914', '3130']",['  147.28.38.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:38,45.65.244.1,"['265721', '23520', '6830', '7018', '2386']",['  205.152.51.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:39,45.65.244.1,"['265721', '23520', '1299', '33891', '5539', '58365']",['  147.28.54.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:41,45.65.244.1,"['265721', '23520', '1299', '7473', '9498', '21433']",['  170.248.190.0/23'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:42,45.65.244.1,"['265721', '23520', '1299', '9498', '21433']",['  170.248.190.0/23'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:44,45.65.244.1,"['265721', '23520', '1299', '12713', '17557', '9541']","['  72.255.52.0/24', '  72.255.44.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:45,,['N/A'],['N/A'],['  193.201.115.0/24']
45.65.244.1,179.0.156.33,04/28/20,12:30:47,45.65.244.1,"['265721', '23520', '1299', '2914', '16509']",['  130.137.99.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:50,45.65.244.1,"['265721', '23520', '3491', '174', '43727', '35168', '21299']","['  37.99.100.0/24', '  5.34.88.0/21', '  95.82.71.0/24', '  37.99.84.0/24', '  37.99.83.0/24', '  37.99.3.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:51,45.65.244.1,"['265721', '23520', '3491', '1299', '4739']",['  203.1.78.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:53,45.65.244.1,"['265721', '23520', '3491', '174', '29405', '61424']",['  5.35.174.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:54,45.65.244.1,"['265721', '23520', '6830', '3356', '3216', '29125', '34518']",['  91.216.96.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:55,45.65.244.1,"['265721', '23520', '6830', '6762', '14259', '14117', '264780']","['  45.4.170.0/24', '  45.4.169.0/24', '  45.4.168.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:56,45.65.244.1,"['265721', '23520', '6830', '12956', '22927', '262231']",['  190.52.84.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:58,45.65.244.1,"['265721', '23520', '3491', '174', '137969']",['  103.144.40.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:30:59,45.65.244.1,"['265721', '23520', '3491', '3356', '17557', '9541']","['  72.255.52.0/24', '  72.255.44.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:00,45.65.244.1,"['265721', '23520', '1299', '6762', '14259', '14117', '264780']","['  45.4.170.0/24', '  45.4.169.0/24', '  45.4.168.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:01,45.65.244.1,"['265721', '23520', '3491', '3356', '16735', '53087', '263940', '61901']",['  170.254.54.0/23'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:03,45.65.244.1,"['265721', '23520', '1299', '6762', '14259', '262589', '61522', '264780']","['  45.65.240.0/24', '  45.4.171.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:05,45.65.244.1,"['265721', '23520', '3491', '6762', '11014', '61452', '23097', '23097', '23097']",['  198.12.38.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:07,45.65.244.1,"['265721', '23520', '1299', '200507', '28683', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385', '37385']",['  154.127.80.0/22'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:08,45.65.244.1,"['265721', '23520', '3491', '3356', '52863', '263528']",['  170.254.4.0/22'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:10,45.65.244.1,"['265721', '23520', '1299', '6453', '49832', '49666', '25184', '58331']",['  185.141.107.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:12,45.65.244.1,"['265721', '23520', '3491', '136933', '139659']",['  45.136.14.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:13,45.65.244.1,"['265721', '23520', '6830', '701', '6620']",['  209.40.173.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:14,45.65.244.1,"['265721', '23520', '6939', '10358', '136933', '136970']",['  103.71.155.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:15,45.65.244.1,"['265721', '23520', '3491', '136933', '136950']",['  154.209.14.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:19,45.65.244.1,"['265721', '23520', '1299', '200507', '28683', '37385', '37385', '37385', '37385']","['  41.190.228.0/24', '  41.190.231.0/24', '  41.190.230.0/24']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:20,45.65.244.1,"['265721', '23520', '6939', '40676']",['  103.78.123.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:21,,['N/A'],['N/A'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:22,45.65.244.1,"['265721', '23520', '6830', '6762', '15924', '8386']","['  31.155.156.0/23', '  31.155.70.0/24', '  31.155.184.0/21']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:23,45.65.244.1,"['265721', '23520', '3491', '2914', '40676']",['  103.78.123.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:26,45.65.244.1,"['265721', '23520', '1299', '6453', '16509']",['  130.137.108.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:27,,['N/A'],['N/A'],['  130.137.89.0/24']
45.65.244.1,179.0.156.33,04/28/20,12:31:29,45.65.244.1,"['265721', '23520', '6939', '50607', '50607', '205856', '205856', '205856', '205856']",['  185.203.252.0/22'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:30,45.65.244.1,"['265721', '23520', '1299', '3356', '42730']",['  178.254.46.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:31,45.65.244.1,"['265721', '23520', '1299', '174', '9498', '37531']",['  197.214.9.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:32,45.65.244.1,"['265721', '23520', '1299', '9498', '37531']",['  197.214.9.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:34,45.65.244.1,"['265721', '23520', '1299', '174', '9498', '37531']",['  197.214.9.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:36,45.65.244.1,"['265721', '23520', '1299', '9498', '37531']",['  197.214.9.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:37,45.65.244.1,"['265721', '23520', '3491', '2914', '16509']",['  130.137.105.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:38,45.65.244.1,"['265721', '23520', '3491', '12956', '10429', '52871', '52871', '52871']",['  177.136.12.0/24'],['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:40,45.65.244.1,"['265721', '23520', '6830', '6762', '22381', '11432', '11432', '270267']","['  200.115.112.0/23', '  200.115.114.0/23', '  200.115.112.0/22']",['N/A']
45.65.244.1,179.0.156.33,04/28/20,12:31:42,45.65.244.1,"['265721', '23520', '1299', '174', '37100', '58363']",['  147.28.46.0/24'],['N/A']
