From,To,Date,Time,Next_Hop,AS_PATH,Announce,Withdraw
AS852,AS12654,04/29/20,15:06:57,154.11.15.28,"['852', '1299', '6677', '48685']",['  176.57.224.0/20'],['N/A']
AS852,AS12654,04/29/20,15:06:58,154.11.15.28,"['852', '31133', '51669', '51669', '51669', '51669']",['  176.120.184.0/22'],['N/A']
AS852,AS12654,04/29/20,15:06:59,154.11.15.28,"['852', '174', '6453', '49832', '49666', '25184', '207125']",['  185.165.116.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:01,154.11.15.28,"['852', '3356', '37100', '12455', '327740']",['  196.49.22.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:02,154.11.15.28,"['852', '1299', '3356', '3549', '263756', '64117']","['  45.185.221.0/24', '  45.185.220.0/22', '  45.185.222.0/24', '  45.185.220.0/24', '  45.185.223.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:03,154.11.15.28,"['852', '1299', '6453', '49832', '49666', '25184', '207125']",['  185.165.116.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:04,154.11.15.28,"['852', '6453', '12956', '10429', '262404', '267650']",['  45.224.84.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:05,154.11.15.28,"['852', '3356', '37100', '12455', '327740']",['  196.49.22.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:06,154.11.15.28,"['852', '6939', '4657', '45352']",['  183.81.164.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:07,154.11.15.28,"['852', '174', '3356', '13904']",['  64.68.236.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:08,154.11.15.28,"['852', '6453', '12956', '10429', '262404', '267650']",['  45.224.84.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:09,154.11.15.28,"['852', '6939', '37662', '37228']","['  105.178.0.0/17', '  105.179.0.0/19']",['N/A']
AS852,AS12654,04/29/20,15:07:10,154.11.15.28,"['852', '3356', '263009', '263482', '266592']","['  45.7.164.0/22', '  45.7.165.0/24', '  45.7.164.0/24', '  45.7.166.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:11,154.11.15.28,"['852', '3356', '37468', '263482', '264096', '264485']","['  189.91.145.0/24', '  189.91.144.0/21', '  189.91.144.0/23', '  189.91.144.0/22', '  189.91.144.0/24', '  189.91.146.0/23', '  189.91.147.0/24', '  189.91.146.0/24', '  189.91.155.0/24', '  189.91.154.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:12,154.11.15.28,"['852', '6939', '37662', '22690', '22690', '22690', '22690', '22690', '327879']",['  169.255.190.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:13,154.11.15.28,"['852', '3356', '6939', '327963']","['  169.239.161.0/24', '  169.239.160.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:14,154.11.15.28,"['852', '6939', '37273', '37122']",['  160.242.133.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:15,154.11.15.28,"['852', '1299', '37468', '263482', '264096', '264485']","['  189.91.145.0/24', '  189.91.144.0/21', '  189.91.144.0/23', '  189.91.144.0/22', '  189.91.144.0/24', '  189.91.146.0/23', '  189.91.147.0/24', '  189.91.146.0/24', '  189.91.155.0/24', '  189.91.154.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:16,154.11.15.28,"['852', '3356', '3549', '263482', '265358']","['  168.181.242.0/23', '  168.181.240.0/23']",['N/A']
AS852,AS12654,04/29/20,15:07:17,154.11.15.28,"['852', '1299', '12956', '10429', '28657']",['  201.71.248.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:18,154.11.15.28,"['852', '174', '3741', '15808', '37109']",['  196.223.172.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:19,154.11.15.28,"['852', '6453', '6762', '3216', '8402']",['  128.69.52.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:20,154.11.15.28,"['852', '1299', '209', '721', '27066', '647']","['  205.86.97.0/24', '  205.86.96.0/24', '  205.86.96.0/22', '  205.86.98.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:21,154.11.15.28,"['852', '1299', '6939', '6939', '37109']","['  196.223.168.0/22', '  196.223.164.0/22', '  196.223.160.0/22']",['N/A']
AS852,AS12654,04/29/20,15:07:23,154.11.15.28,"['852', '1299', '3257', '6713', '36903']",['  196.206.200.0/21'],['N/A']
AS852,AS12654,04/29/20,15:07:25,154.11.15.28,"['852', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:26,154.11.15.28,"['852', '1299', '6939', '6939', '37109']",['  196.223.172.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:27,154.11.15.28,"['852', '3356', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:28,154.11.15.28,"['852', '1299', '37468', '263482', '264096', '264485']","['  189.91.145.0/24', '  189.91.144.0/21', '  189.91.144.0/23', '  189.91.144.0/22', '  189.91.144.0/24', '  189.91.146.0/23', '  189.91.147.0/24', '  189.91.146.0/24', '  189.91.155.0/24', '  189.91.154.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:30,154.11.15.28,"['852', '174', '3356', '209', '22561']",['  99.194.200.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:31,154.11.15.28,"['852', '1299', '2914', '6663', '47602']",['  45.150.252.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:32,154.11.15.28,"['852', '1299', '37468', '263482', '268245']",['  45.236.204.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:33,154.11.15.28,"['852', '3356', '263009', '263482', '268245']",['  45.236.204.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:34,154.11.15.28,"['852', '3356', '16509']",['  130.137.80.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:35,154.11.15.28,"['852', '174', '1299', '6939', '6939', '36915', '37684']",['  62.12.113.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:36,154.11.15.28,"['852', '1299', '16509']",['  130.137.80.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:37,154.11.15.28,"['852', '6453', '45474', '263009']",['  138.59.42.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:38,154.11.15.28,"['852', '1299', '3356', '3549', '53062', '53178']",['  186.226.113.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:39,154.11.15.28,"['852', '1299', '6939', '6939', '37273', '37075']",['  154.231.0.0/17'],['N/A']
AS852,AS12654,04/29/20,15:07:40,154.11.15.28,"['852', '174', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:41,154.11.15.28,"['852', '6453', '45474', '263009']",['  138.59.43.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:42,154.11.15.28,"['852', '1299', '12956', '10429', '265930']","['  131.196.186.0/24', '  131.196.184.0/22', '  131.196.185.0/24', '  131.196.187.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:43,154.11.15.28,"['852', '174', '3356', '3549', '263756', '64117']","['  45.185.221.0/24', '  45.185.220.0/22', '  45.185.222.0/24', '  45.185.220.0/24', '  45.185.223.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:44,154.11.15.28,"['852', '174', '1299', '6939', '6939', '37273', '37075']",['  154.231.0.0/17'],['N/A']
AS852,AS12654,04/29/20,15:07:45,,['N/A'],['N/A'],['  67.211.53.0/24']
AS852,AS12654,04/29/20,15:07:46,154.11.15.28,"['852', '174', '1299', '6939', '6939', '37273', '37122']",['  160.242.133.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:47,154.11.15.28,"['852', '1299', '6453', '49832', '49666', '25184', '207125']",['  185.165.116.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:48,154.11.15.28,"['852', '3491', '9498', '133684', '133684', '133684', '133684']",['  103.46.243.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:49,154.11.15.28,"['852', '3356', '265198', '52848']",['  177.85.212.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:50,154.11.15.28,"['852', '3356', '37468', '263482', '264096', '264485']","['  189.91.144.0/21', '  189.91.144.0/23', '  189.91.144.0/22', '  189.91.146.0/23', '  189.91.147.0/24', '  189.91.146.0/24', '  189.91.155.0/24', '  189.91.154.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:51,154.11.15.28,"['852', '1299', '37468', '263482', '264096', '264485', '264485', '264485', '264485', '264485']","['  189.91.148.0/24', '  189.91.150.0/24', '  189.91.149.0/24', '  189.91.151.0/24']",['N/A']
AS852,AS12654,04/29/20,15:07:52,154.11.15.28,"['852', '174', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:53,154.11.15.28,"['852', '174', '12956', '10429', '52871', '52871', '52871']",['  177.136.12.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:54,154.11.15.28,"['852', '2914', '30844', '37075', '37020', '37020', '37020', '37020', '37020', '37020']",['  41.243.18.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:55,154.11.15.28,"['852', '1299', '6453', '49832', '49666', '25184', '207125']",['  185.165.116.0/23'],['N/A']
AS852,AS12654,04/29/20,15:07:56,154.11.15.28,"['852', '33891', '50629', '206499', '139589', '39753']",['  185.238.191.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:57,154.11.15.28,"['852', '1299', '6762', '263009', '263482', '268245']",['  45.236.204.0/22'],['N/A']
AS852,AS12654,04/29/20,15:07:58,154.11.15.28,"['852', '174', '136620', '42615', '42615', '42615', '42615']",['  23.132.96.0/24'],['N/A']
AS852,AS12654,04/29/20,15:07:59,154.11.15.28,"['852', '1299', '37468', '263482', '268245']",['  45.236.204.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:00,154.11.15.28,"['852', '3356', '28598', '53237', '53237', '262404']",['  177.36.240.0/20'],['N/A']
AS852,AS12654,04/29/20,15:08:01,154.11.15.28,"['852', '174', '6762', '3216', '12297', '50250', '50250']",['  45.159.72.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:02,154.11.15.28,"['852', '174', '1299', '6939', '6939', '37273', '37122']",['  160.242.133.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:03,154.11.15.28,"['852', '1299', '3356', '26405']",['  67.211.53.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:05,154.11.15.28,"['852', '1299', '6939', '6939', '37109']",['  196.223.172.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:07,154.11.15.28,"['852', '3356', '28598', '53237', '53237', '262404']",['  177.36.240.0/20'],['N/A']
AS852,AS12654,04/29/20,15:08:09,154.11.15.28,"['852', '174', '3356', '13904']",['  64.68.236.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:10,154.11.15.28,"['852', '3356', '3549', '263756', '64117']","['  45.185.221.0/24', '  45.185.220.0/22', '  45.185.222.0/24', '  45.185.220.0/24', '  45.185.223.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:11,154.11.15.28,"['852', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:12,154.11.15.28,"['852', '1299', '2914', '6663', '47602']",['  194.76.108.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:13,154.11.15.28,"['852', '3356', '37271', '328145']",['  156.38.3.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:14,154.11.15.28,"['852', '174', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:15,154.11.15.28,"['852', '174', '43727', '35168', '21299']","['  37.99.84.0/24', '  37.99.83.0/24', '  37.99.3.0/24', '  5.34.88.0/21', '  37.99.100.0/24', '  95.82.71.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:16,154.11.15.28,"['852', '174', '3741', '15808', '37109']",['  196.223.172.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:17,154.11.15.28,"['852', '2914', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:18,154.11.15.28,"['852', '1299', '37468', '263482', '263988']","['  138.255.191.0/24', '  138.255.189.0/24', '  138.255.190.0/24', '  138.255.188.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:19,154.11.15.28,"['852', '1299', '174', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:20,154.11.15.28,"['852', '3356', '21277', '208293', '50597']","['  37.98.224.0/21', '  109.205.115.0/24', '  109.205.117.0/24', '  37.98.231.0/24', '  185.76.33.0/24', '  185.76.32.0/24', '  185.76.34.0/24', '  85.194.249.0/24', '  109.205.118.0/24', '  37.98.227.0/24', '  109.205.119.0/24', '  85.194.251.0/24', '  37.98.228.0/24', '  85.194.248.0/22']",['N/A']
AS852,AS12654,04/29/20,15:08:21,154.11.15.28,"['852', '174', '28598', '53237', '53237', '53237', '267102']",['  45.228.140.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:22,154.11.15.28,"['852', '1299', '3356', '26405']",['  67.211.53.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:23,154.11.15.28,"['852', '3356', '37271', '328145']",['  156.38.3.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:24,154.11.15.28,"['852', '1299', '21277']",['  95.170.196.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:25,154.11.15.28,"['852', '3356', '37271', '328479']",['  102.69.232.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:26,154.11.15.28,"['852', '2914', '6453', '37662', '21491']","['  196.0.112.0/24', '  196.0.56.0/24', '  196.0.4.0/24', '  196.0.26.0/24', '  196.0.37.0/24', '  196.0.36.0/24', '  196.0.46.0/24', '  196.0.32.0/24', '  196.0.28.0/24', '  196.0.23.0/24', '  196.0.29.0/24', '  196.0.45.0/24', '  196.0.22.0/24', '  196.0.30.0/24', '  196.0.35.0/24', '  196.0.44.0/24', '  196.0.50.0/24', '  196.0.43.0/24', '  196.0.39.0/24', '  196.0.41.0/24', '  196.0.25.0/24', '  196.0.42.0/24', '  196.0.31.0/24', '  196.0.51.0/24', '  196.0.33.0/24', '  196.0.24.0/24', '  196.0.34.0/24', '  196.0.40.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:27,154.11.15.28,"['852', '2914', '1299', '6939', '6939', '327906']",['  169.255.104.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:28,154.11.15.28,"['852', '1299', '5511', '37662', '21491']","['  196.0.36.0/24', '  196.0.46.0/24', '  196.0.23.0/24', '  196.0.30.0/24', '  196.0.35.0/24', '  196.0.44.0/24', '  196.0.39.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:29,,['N/A'],['N/A'],['N/A']
AS852,AS12654,04/29/20,15:08:30,154.11.15.28,"['852', '1299', '5511', '37662', '15808']",['  197.254.87.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:31,154.11.15.28,"['852', '174', '6453', '37662', '15808']",['  197.254.87.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:32,154.11.15.28,"['852', '1299', '5511', '37662', '21491']","['  196.0.56.0/24', '  196.0.26.0/24', '  196.0.37.0/24', '  196.0.36.0/24', '  196.0.46.0/24', '  196.0.32.0/24', '  196.0.28.0/24', '  196.0.23.0/24', '  196.0.29.0/24', '  196.0.45.0/24', '  196.0.22.0/24', '  196.0.30.0/24', '  196.0.35.0/24', '  196.0.44.0/24', '  196.0.50.0/24', '  196.0.43.0/24', '  196.0.39.0/24', '  196.0.41.0/24', '  196.0.25.0/24', '  196.0.42.0/24', '  196.0.31.0/24', '  196.0.51.0/24', '  196.0.33.0/24', '  196.0.24.0/24', '  196.0.34.0/24', '  196.0.40.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:33,154.11.15.28,"['852', '2914', '174', '17828', '58460', '134151']",['  103.53.176.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:34,154.11.15.28,"['852', '2914', '6453', '37662', '21491']","['  196.0.112.0/24', '  196.0.4.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:35,154.11.15.28,"['852', '1299', '12956', '22927', '264758', '264758', '264758']",['  45.173.215.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:36,154.11.15.28,"['852', '3356', '29049', '49666', '205647', '24631', '48762']",['  91.212.16.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:37,154.11.15.28,"['852', '1299', '8220', '43390']","['  77.94.224.0/24', '  77.94.225.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:38,154.11.15.28,"['852', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:39,154.11.15.28,"['852', '3356', '28598', '53237', '53237', '262404']",['  191.7.64.0/21'],['N/A']
AS852,AS12654,04/29/20,15:08:41,154.11.15.28,"['852', '1299', '174', '265399', '262848', '262848', '262848', '28605']","['  201.20.152.0/21', '  201.20.154.0/23']",['N/A']
AS852,AS12654,04/29/20,15:08:42,154.11.15.28,"['852', '1299', '702', '7754', '14600', '14600', '14600', '14600', '14600']",['  208.81.64.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:43,154.11.15.28,"['852', '3491', '13591', '13591', '13591', '13591']",['  189.200.168.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:44,154.11.15.28,"['852', '1299', '6762', '18734', '13591']","['  177.232.128.0/22', '  177.232.144.0/20', '  177.232.160.0/21', '  201.159.6.0/24', '  177.232.168.0/22', '  201.159.4.0/24', '  148.246.196.0/22', '  148.246.202.0/23']",['N/A']
AS852,AS12654,04/29/20,15:08:45,154.11.15.28,"['852', '3356', '42020', '42020', '42020', '42020', '42020', '42020', '39010', '203637']","['  185.127.190.0/24', '  185.127.191.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:46,154.11.15.28,"['852', '174', '3356', '3549', '53062', '53178']",['  186.226.113.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:47,154.11.15.28,"['852', '1299', '5400', '43390']","['  77.94.224.0/24', '  77.94.225.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:48,154.11.15.28,"['852', '1299', '8220', '43390']",['  77.94.225.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:49,154.11.15.28,"['852', '1299', '8220', '43390']",['  77.94.224.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:50,154.11.15.28,"['852', '3356', '1299', '11492']",['  209.97.86.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:51,154.11.15.28,"['852', '2914', '6453', '37662', '15808']",['  197.254.87.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:52,154.11.15.28,"['852', '3356', '1299', '37271', '328479']","['  102.69.234.0/24', '  102.69.235.0/24']",['N/A']
AS852,AS12654,04/29/20,15:08:53,154.11.15.28,"['852', '174', '3356', '13904', '13904', '13904', '13904', '13904', '13904']",['  216.238.254.0/23'],['N/A']
AS852,AS12654,04/29/20,15:08:54,154.11.15.28,"['852', '1299', '4817', '7545', '7545', '7545', '7545']",['  203.1.78.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:55,154.11.15.28,"['852', '3356', '26405']",['  67.211.53.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:56,154.11.15.28,"['852', '2914', '1299', '37468', '263482', '264197']",['  138.97.148.0/22'],['N/A']
AS852,AS12654,04/29/20,15:08:57,154.11.15.28,"['852', '1299', '29049', '49666', '12880', '42337', '48762']",['  91.212.16.0/24'],['N/A']
AS852,AS12654,04/29/20,15:08:58,,['N/A'],['N/A'],['N/A']
AS852,AS12654,04/29/20,15:08:59,154.11.15.28,"['852', '174', '28598', '53237', '53237', '263546']",['  191.6.26.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:01,154.11.15.28,"['852', '1299', '3356', '3549', '263482', '264197']",['  138.97.148.0/22'],['N/A']
AS852,AS12654,04/29/20,15:09:02,154.11.15.28,"['852', '1299', '5511', '42020', '39010', '203637']","['  185.127.190.0/24', '  185.127.191.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:03,154.11.15.28,"['852', '6453', '5511', '49666', '44244', '56548']",['  185.199.208.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:04,154.11.15.28,"['852', '174', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:05,154.11.15.28,"['852', '1299', '37468', '263482', '266592']","['  45.7.164.0/22', '  45.7.164.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:06,154.11.15.28,"['852', '3356', '12956', '52873', '52720', '270414']",['  190.89.252.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:07,154.11.15.28,"['852', '1299', '5400', '43390']","['  77.94.224.0/24', '  77.94.225.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:08,154.11.15.28,"['852', '1299', '12956', '52873', '52720', '270414']",['  190.89.252.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:09,154.11.15.28,"['852', '1299', '3356', '8103', '8103']",['  167.95.125.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:10,154.11.15.28,"['852', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:09:11,154.11.15.28,"['852', '1299', '174', '37271', '327997', '327997']","['  169.239.254.0/23', '  169.239.252.0/23', '  169.239.252.0/22']",['N/A']
AS852,AS12654,04/29/20,15:09:12,154.11.15.28,"['852', '6453', '3491', '22356', '264144', '264144', '264144', '264144', '268162', '262686']","['  187.87.158.0/23', '  187.87.148.0/24', '  187.87.152.0/24', '  187.87.146.0/24', '  187.87.148.0/22', '  187.87.146.0/23', '  187.87.151.0/24', '  187.87.144.0/24', '  187.87.156.0/23', '  187.87.157.0/24', '  187.87.153.0/24', '  187.87.152.0/22', '  187.87.155.0/24', '  187.87.158.0/24', '  187.87.150.0/23', '  187.87.156.0/22', '  187.87.144.0/23', '  187.87.144.0/21', '  187.87.149.0/24', '  187.87.150.0/24', '  187.87.152.0/23', '  187.87.156.0/24', '  187.87.154.0/23', '  187.87.145.0/24', '  187.87.154.0/24', '  187.87.147.0/24', '  187.87.148.0/23', '  187.87.144.0/22', '  187.87.144.0/20', '  187.87.152.0/21']",['N/A']
AS852,AS12654,04/29/20,15:09:13,154.11.15.28,"['852', '6453', '3320', '49666', '44244']","['  5.112.64.0/18', '  5.114.208.0/20', '  5.114.240.0/20', '  5.112.0.0/18', '  5.112.128.0/18', '  5.113.64.0/18', '  5.112.48.0/20', '  5.118.4.0/24', '  92.42.48.0/22', '  5.113.64.0/20', '  5.112.224.0/20', '  92.42.53.0/24', '  92.42.54.0/24', '  92.42.52.0/22', '  5.118.10.0/24', '  5.112.192.0/18', '  5.114.64.0/18', '  5.114.0.0/18', '  5.114.128.0/18', '  5.114.224.0/20', '  5.114.176.0/20', '  5.114.112.0/20', '  5.114.160.0/20', '  5.114.192.0/20', '  5.114.144.0/20']",['N/A']
AS852,AS12654,04/29/20,15:09:14,154.11.15.28,"['852', '174', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:15,154.11.15.28,"['852', '1299', '3356', '262596', '264344', '264107']","['  138.94.39.0/24', '  138.94.37.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:16,154.11.15.28,"['852', '1299', '2914', '37271', '327997', '327997']","['  169.239.254.0/23', '  169.239.252.0/23', '  169.239.252.0/22']",['N/A']
AS852,AS12654,04/29/20,15:09:17,154.11.15.28,"['852', '174', '3356', '3216', '50509', '44050']",['  188.143.166.0/23'],['N/A']
AS852,AS12654,04/29/20,15:09:18,154.11.15.28,"['852', '174', '6453', '7545', '7545', '7545', '7545', '7545']",['  203.1.78.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:19,154.11.15.28,"['852', '6453', '6762', '3216', '8402']",['  128.69.52.0/22'],['N/A']
AS852,AS12654,04/29/20,15:09:20,154.11.15.28,"['852', '1299', '12956', '22927', '264758', '264758', '264758']","['  168.196.24.0/24', '  45.173.215.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:21,154.11.15.28,"['852', '174', '3356', '8966', '37219']",['  41.76.168.0/21'],['N/A']
AS852,AS12654,04/29/20,15:09:22,154.11.15.28,"['852', '174', '3356', '8966', '37219']",['  41.76.168.0/21'],['N/A']
AS852,AS12654,04/29/20,15:09:23,154.11.15.28,"['852', '6453', '55644', '45271', '45271']","['  112.110.33.0/24', '  112.110.32.0/24', '  112.110.32.0/23']",['N/A']
AS852,AS12654,04/29/20,15:09:24,154.11.15.28,"['852', '174', '3356', '8966', '37219']",['  41.76.168.0/21'],['N/A']
AS852,AS12654,04/29/20,15:09:25,154.11.15.28,"['852', '174', '3356', '16509']",['  130.137.80.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:26,,['N/A'],['N/A'],['N/A']
AS852,AS12654,04/29/20,15:09:27,154.11.15.28,"['852', '1299', '37468', '263482', '263252', '270249']","['  200.107.115.0/24', '  200.107.114.0/23', '  200.107.112.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:28,154.11.15.28,"['852', '1299', '8220', '43390']","['  77.94.224.0/24', '  77.94.225.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:30,154.11.15.28,"['852', '1299', '2914', '6663', '47602']","['  194.76.108.0/23', '  45.150.252.0/22']",['N/A']
AS852,AS12654,04/29/20,15:09:31,154.11.15.28,"['852', '6453', '49832', '49666', '44244']","['  5.113.128.0/20', '  5.113.208.0/20', '  5.113.144.0/20', '  5.113.160.0/20', '  5.113.176.0/20', '  5.113.192.0/20', '  5.112.240.0/20', '  5.113.96.0/20', '  5.113.80.0/20', '  5.113.32.0/20', '  5.113.0.0/20', '  5.113.48.0/20', '  5.112.192.0/20', '  2.146.0.0/15']",['N/A']
AS852,AS12654,04/29/20,15:09:32,154.11.15.28,"['852', '1299', '1273', '50360', '205872']","['  79.124.72.0/24', '  83.222.180.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:33,154.11.15.28,"['852', '1299', '174', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:34,154.11.15.28,"['852', '1299', '3356', '3549', '265399', '262848', '262848', '28605']","['  201.20.148.0/22', '  201.20.144.0/22', '  201.20.150.0/23', '  201.20.152.0/22', '  201.20.148.0/23', '  201.20.144.0/21', '  201.20.156.0/22', '  201.20.152.0/23', '  201.20.146.0/23', '  201.20.156.0/23']",['N/A']
AS852,AS12654,04/29/20,15:09:35,154.11.15.28,"['852', '1299', '2914', '3223', '53340', '36114']",['  72.46.131.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:36,154.11.15.28,"['852', '3356', '26405']",['  67.211.53.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:37,154.11.15.28,"['852', '1299', '8220', '43390']","['  77.94.224.0/24', '  77.94.225.0/24']",['N/A']
AS852,AS12654,04/29/20,15:09:38,154.11.15.28,"['852', '1299', '6939', '6939', '53356', '204980']",['  148.59.167.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:39,154.11.15.28,"['852', '3356', '6453', '12701']",['  141.228.194.0/23'],['N/A']
AS852,AS12654,04/29/20,15:09:40,154.11.15.28,"['852', '2914', '20473', '9558']",['  103.209.182.0/24'],['N/A']
AS852,AS12654,04/29/20,15:09:41,154.11.15.28,"['852', '174', '20473', '9558']",['  103.209.182.0/24'],['  128.26.51.0/24']
