Source,Time,date,Hops
217.14.49.198,12.0,15-04,"['217.14.49.197', '213.24.85.229', '87.226.181.89', '5.143.253.105', '108.170.250.66', '209.85.255.136', '108.170.235.64', '172.253.51.247', '8.8.8.8']"
217.14.49.198,15.0,15-04,"['217.14.49.197', '213.24.85.229', '87.226.181.89', '5.143.253.105', '108.170.250.66', '209.85.255.136', '108.170.235.64', '172.253.51.247', '8.8.8.8']"
217.150.229.32,3.0,13-04,['192.168.25.1']
217.150.229.32,5.0,13-04,"['192.168.25.1', '192.168.1.4', '192.168.43.255', '192.168.43.205', '213.3.229.78', '213.3.229.13', '213.3.229.6', '138.187.129.143', '72.14.202.0', '74.125.243.145', '172.253.50.21', '8.8.8.8']"
217.150.229.32,6.0,13-04,"['192.168.25.1', '192.168.1.4', '192.168.43.255', '192.168.43.205', '213.3.229.78', '213.3.229.13', '213.3.229.6', '138.187.129.143', '72.14.202.0', '74.125.243.145', '172.253.50.21', '8.8.8.8']"
217.18.40.3,15.0,14-04,"['192.168.91.1', '217.18.40.253', '91.216.219.5', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,18.0,14-04,"['192.168.91.1', '217.18.40.253', '91.216.219.13', '91.216.219.9', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,20.0,14-04,"['192.168.91.1', '217.18.40.253', '91.216.219.9', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,21.0,14-04,"['192.168.91.1', '217.18.40.253', '91.216.219.13', '91.216.219.5', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,23.0,14-04,"['192.168.91.1', '217.18.40.253', '91.216.219.9', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,0.0,15-04,"['192.168.91.1', '217.18.40.253', '91.216.219.13', '91.216.219.5', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,2.0,15-04,"['192.168.91.1', '217.18.40.253', '91.216.219.5', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.18.40.3,3.0,15-04,"['192.168.91.1', '217.18.40.253', '91.216.219.9', '185.1.68.25', '74.125.242.177', '142.250.62.205', '8.8.8.8']"
217.24.242.226,12.0,14-04,"['192.168.1.1', '217.24.242.225', '10.1.0.37', '10.1.0.134', '217.24.247.0', '10.1.8.2', '195.22.192.202', '195.22.205.38', '72.14.209.236', '108.170.245.65', '216.239.48.229', '8.8.8.8']"
217.24.242.226,15.0,14-04,"['192.168.1.1', '217.24.242.225', '10.1.0.37', '10.1.0.134', '217.24.247.0', '10.1.8.2', '195.22.192.202', '195.22.205.38', '72.14.209.236', '108.170.245.65', '216.239.48.229', '8.8.8.8']"
217.24.8.174,6.0,14-04,"['10.0.0.1', '172.16.1.1', '217.24.8.161', '217.24.2.122', '80.72.240.74', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
217.24.8.174,8.0,14-04,"['10.0.0.1', '172.16.1.1', '217.24.8.161', '217.24.2.122', '80.72.240.74', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
217.24.8.174,9.0,14-04,"['10.0.0.1', '172.16.1.1', '217.24.8.161', '217.24.2.122', '80.72.240.74', '193.189.82.197', '108.170.251.129', '74.125.37.167', '8.8.8.8']"
217.73.170.30,9.0,15-04,"['192.168.1.1', '217.73.170.1', '37.128.235.25', '37.128.239.121', '37.128.239.14', '217.156.113.94', '108.170.251.129', '72.14.232.33', '8.8.8.8']"
217.73.170.30,12.0,15-04,"['192.168.1.1', '217.73.170.1', '37.128.235.25', '37.128.239.121', '37.128.239.14', '217.156.113.94', '108.170.251.129', '72.14.232.33', '8.8.8.8']"
217.73.170.30,15.0,15-04,"['192.168.1.1', '217.73.170.1', '37.128.235.25', '37.128.239.121', '37.128.239.14', '86.104.125.129', '108.170.252.1', '74.125.37.197', '8.8.8.8']"
217.76.65.66,0.0,14-04,"['217.76.65.65', '217.76.64.1', '92.47.144.125', '92.47.145.109', '95.59.172.9', '92.47.145.252', '91.221.180.4', '108.170.250.146', '209.85.249.158', '216.239.57.222', '216.239.63.27', '8.8.8.8']"
217.76.65.66,3.0,14-04,"['217.76.64.1', '92.47.144.125', '92.47.145.109', '95.59.172.9', '92.47.145.252', '91.221.180.4', '108.170.250.146', '209.85.249.158', '216.239.57.222', '216.239.63.27', '8.8.8.8']"
24.123.25.203,6.0,15-04,"['75.15.1.193', '24.123.25.201', '72.31.144.49', '71.44.237.56', '71.44.236.48', '72.31.203.106', '24.27.236.2', '66.109.5.136', '72.14.212.162', '216.239.46.95', '108.170.238.137', '8.8.8.8']"
24.123.25.203,8.0,15-04,"['24.123.25.201', '72.31.144.49', '71.44.237.56', '71.44.236.48', '72.31.203.106', '24.27.236.2', '66.109.5.136', '72.14.212.162', '216.239.46.95', '108.170.238.137', '8.8.8.8']"
24.123.25.203,9.0,15-04,"['24.123.25.201', '72.31.144.49', '71.44.237.56', '71.44.236.48', '72.31.203.106', '24.27.236.2', '66.109.5.136', '72.14.212.162', '216.239.46.95', '108.170.238.137', '8.8.8.8']"
31.10.131.193,18.0,14-04,"['192.168.0.1', '84.116.202.25', '84.116.134.22', '72.14.221.112', '74.125.243.113', '64.233.175.167', '8.8.8.8']"
31.10.131.193,20.0,14-04,"['192.168.0.1', '84.116.202.25', '84.116.134.22', '72.14.221.112', '74.125.243.113', '64.233.175.167', '8.8.8.8']"
31.10.131.193,21.0,14-04,"['192.168.0.1', '84.116.251.241', '84.116.202.25', '84.116.134.22', '72.14.221.112', '74.125.243.113', '64.233.175.167', '8.8.8.8']"
31.10.147.30,6.0,14-04,"['192.168.0.1', '84.116.251.240', '84.116.211.97', '84.116.134.142', '72.14.221.112', '74.125.243.113', '172.253.50.1', '8.8.8.8']"
31.10.147.30,8.0,14-04,"['192.168.0.1', '84.116.211.97', '84.116.134.142', '72.14.221.112', '74.125.243.113', '172.253.50.1', '8.8.8.8']"
31.10.147.30,9.0,14-04,"['192.168.0.1', '84.116.211.97', '84.116.134.142', '72.14.221.112', '74.125.243.113', '172.253.50.1', '8.8.8.8', '84.116.251.240', '8.8.8.8']"
31.10.147.30,12.0,14-04,"['192.168.0.1', '84.116.211.97', '84.116.134.142', '72.14.221.112', '74.125.243.113', '172.253.50.1', '8.8.8.8']"
31.10.147.30,15.0,14-04,"['192.168.0.1', '84.116.211.97', '84.116.134.142', '72.14.221.112', '74.125.243.113', '172.253.50.1', '8.8.8.8']"
31.129.213.127,3.0,15-04,"['192.168.1.1', '10.228.25.254', '10.228.100.1', '31.129.192.61', '31.129.192.110', '31.129.192.105', '188.43.29.2', '188.43.30.33', '217.150.44.9', '108.170.250.83', '209.85.249.158', '108.170.235.204', '216.239.40.61', '8.8.8.8']"
31.129.213.127,6.0,15-04,"['192.168.1.1', '10.228.25.254', '10.228.100.1', '31.129.192.61', '31.129.192.110', '31.129.192.105', '188.43.29.2', '188.43.30.33', '217.150.44.9', '108.170.250.83', '216.239.50.2', '108.170.232.251', '216.239.40.61', '8.8.8.8']"
31.129.213.127,8.0,15-04,"['192.168.1.1', '10.228.25.254', '10.228.100.1', '31.129.192.61', '31.129.192.110', '31.129.192.105', '188.43.29.2', '188.43.30.33', '217.150.44.9', '108.170.250.83', '209.85.249.158', '108.170.235.204', '216.239.40.61', '8.8.8.8']"
31.129.213.127,9.0,15-04,"['192.168.1.1', '10.228.25.254', '10.228.100.1', '31.129.192.61', '31.129.192.110', '31.129.192.105', '188.43.29.2', '188.43.30.33', '217.150.44.9', '108.170.250.83', '209.85.249.158', '108.170.235.204', '216.239.40.61', '8.8.8.8']"
31.129.213.127,12.0,15-04,"['192.168.1.1', '10.228.25.254', '10.228.100.1', '31.129.192.61', '31.129.192.110', '31.129.192.105', '188.43.29.2', '188.43.30.33', '217.150.44.9', '108.170.250.83', '216.239.50.2', '108.170.232.251', '216.239.40.61', '8.8.8.8']"
31.30.173.223,18.0,13-04,"['192.168.1.1', '217.77.171.154', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.159', '8.8.8.8']"
31.30.173.223,20.0,13-04,"['192.168.1.1', '217.77.171.154', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.159', '8.8.8.8']"
31.30.173.223,21.0,13-04,"['192.168.1.1', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.159', '8.8.8.8']"
31.30.175.218,3.0,13-04,"['192.168.1.1', '10.0.0.138', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.235', '8.8.8.8']"
31.30.175.218,5.0,13-04,"['192.168.1.1', '10.0.0.138', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.235', '8.8.8.8']"
31.30.175.218,6.0,13-04,"['192.168.1.1', '10.0.0.138', '217.77.171.154', '217.77.171.153', '217.77.160.41', '209.85.173.125', '108.170.245.33', '108.170.238.235', '8.8.8.8']"
31.43.33.28,15.0,13-04,"['192.168.99.1', '31.43.33.2', '31.43.62.249', '31.43.62.244', '176.122.102.243', '176.122.102.204', '108.170.248.147', '108.170.234.206', '216.239.46.121', '108.170.250.193', '216.239.40.43', '8.8.8.8']"
31.43.33.28,17.0,13-04,"['192.168.99.1', '31.43.33.2', '31.43.62.249', '31.43.62.244', '176.122.102.243', '176.122.102.204', '108.170.248.147', '209.85.248.105', '209.85.251.188', '108.170.250.193', '216.239.40.43', '8.8.8.8']"
31.43.33.28,18.0,13-04,"['192.168.99.1', '31.43.33.2', '31.43.62.249', '31.43.62.244', '176.122.102.243', '176.122.102.204', '108.170.248.147', '209.85.248.105', '209.85.251.188', '108.170.250.193', '216.239.40.43', '8.8.8.8']"
31.44.255.230,9.0,14-04,"['192.168.0.2', '31.44.254.61', '31.44.254.106', '169.254.37.26', '91.221.180.4', '108.170.250.83', '216.239.50.2', '108.170.232.251', '72.14.237.201', '8.8.8.8']"
31.44.255.230,12.0,14-04,"['192.168.0.2', '31.44.243.244', '31.44.254.106', '169.254.37.26', '91.221.180.4', '108.170.250.130', '216.239.50.132', '172.253.65.159', '142.250.56.127', '8.8.8.8']"
31.44.255.230,15.0,14-04,"['192.168.0.2', '31.44.243.244', '31.44.254.106', '169.254.37.26', '91.221.180.4', '108.170.250.83', '216.239.50.2', '108.170.232.251', '72.14.237.201', '8.8.8.8']"
31.47.72.137,6.0,14-04,"['31.47.72.131', '91.216.219.13', '91.216.219.5', '185.1.68.25', '74.125.242.177', '74.125.253.199', '8.8.8.8']"
31.47.72.137,8.0,14-04,"['31.47.72.131', '91.216.219.17', '91.216.219.9', '185.1.68.25', '74.125.242.177', '74.125.253.199', '8.8.8.8']"
31.47.72.137,9.0,14-04,"['31.47.72.131', '91.216.219.13', '91.216.219.9', '185.1.68.25', '74.125.242.177', '74.125.253.199', '8.8.8.8']"
31.47.72.137,12.0,14-04,"['31.47.72.131', '91.216.219.9', '185.1.68.25', '74.125.242.177', '74.125.253.199', '8.8.8.8']"
31.47.72.137,15.0,14-04,"['31.47.72.131', '91.216.219.9', '185.1.68.25', '74.125.242.177', '74.125.253.199', '8.8.8.8']"
37.110.83.225,3.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '216.239.50.132', '72.14.235.69', '172.253.79.115', '8.8.8.8']"
37.110.83.225,5.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '216.239.50.132', '72.14.235.69', '172.253.79.115', '90.154.77.195', '8.8.8.8']"
37.110.83.225,6.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '209.85.255.136', '108.170.235.64', '172.253.79.115', '8.8.8.8']"
37.110.83.225,8.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '216.239.50.132', '72.14.235.69', '172.253.79.115', '8.8.8.8']"
37.110.83.225,9.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '216.239.50.132', '72.14.235.69', '172.253.79.115', '8.8.8.8']"
37.110.83.225,12.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.83', '216.239.50.2', '216.239.48.224', '142.250.56.125', '8.8.8.8']"
37.110.83.225,15.0,14-04,"['192.168.1.1', '90.154.77.195', '77.37.250.196', '77.37.250.249', '72.14.209.81', '108.170.250.66', '209.85.255.136', '108.170.235.64', '172.253.79.115', '8.8.8.8']"
37.123.132.178,18.0,13-04,"['10.11.12.1', '81.170.223.170', '46.59.118.64', '46.59.113.237', '46.59.113.230', '46.59.113.123', '46.59.113.21', '46.59.113.179', '209.85.174.232', '108.170.254.49', '209.85.246.57', '8.8.8.8']"
37.123.132.178,20.0,13-04,"['10.11.12.1', '81.170.223.170', '46.59.118.64', '46.59.113.237', '46.59.113.230', '46.59.113.123', '46.59.113.25', '46.59.113.179', '209.85.174.232', '108.170.254.49', '209.85.246.57', '8.8.8.8']"
37.123.132.178,21.0,13-04,"['10.11.12.1', '81.170.223.170', '46.59.118.64', '46.59.113.237', '46.59.113.230', '46.59.112.123', '46.59.113.21', '46.59.113.179', '209.85.174.232', '108.170.254.49', '209.85.246.57', '8.8.8.8']"
37.221.243.130,3.0,13-04,"['192.168.211.1', '10.23.13.41', '10.23.13.33', '10.23.21.81', '10.23.7.249', '10.23.8.73', '10.23.255.121', '10.23.100.65', '10.23.100.249', '37.221.255.173', '185.52.172.109', '91.210.16.211', '108.170.245.49', '108.170.238.161', '8.8.8.8']"
37.221.243.130,5.0,13-04,"['10.23.13.41', '10.23.13.33', '10.23.21.81', '10.23.7.249', '10.23.8.73', '10.23.100.253', '10.23.100.65', '10.23.100.249', '37.221.255.173', '185.52.172.109', '91.210.16.211', '108.170.245.49', '108.170.238.161', '8.8.8.8']"
37.221.243.130,6.0,13-04,"['10.23.13.41', '10.23.13.33', '10.23.21.81', '10.23.7.249', '10.23.8.73', '10.23.100.253', '10.23.100.65', '10.23.100.249', '37.221.255.173', '185.52.172.109', '91.210.16.211', '108.170.245.49', '108.170.238.161', '8.8.8.8']"
37.221.243.130,8.0,13-04,"['192.168.211.1', '10.23.13.41', '10.23.13.33', '10.23.21.81', '10.23.7.249', '10.23.8.73', '10.23.100.253', '10.23.100.65', '10.23.100.249', '37.221.255.173', '185.52.172.109', '91.210.16.211', '108.170.245.49', '108.170.238.161', '8.8.8.8']"
37.221.243.130,9.0,13-04,"['10.23.13.41', '10.23.13.33', '10.23.21.81', '10.23.7.249', '10.23.8.73', '10.23.255.121', '10.23.100.65', '10.23.100.249', '37.221.255.173', '185.52.172.109', '91.210.16.211', '108.170.245.49', '108.170.238.161', '8.8.8.8']"
37.228.244.237,18.0,13-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.46.73', '209.85.244.223', '8.8.8.8']"
37.228.244.237,20.0,13-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.46.73', '209.85.244.223', '8.8.8.8']"
37.228.244.237,21.0,13-04,"['192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.46.73', '209.85.244.223', '8.8.8.8']"
37.228.252.133,3.0,13-04,"['192.168.88.1', '192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,5.0,13-04,"['192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,6.0,13-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,8.0,13-04,"['192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,9.0,13-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,11.0,13-04,"['192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,12.0,13-04,"['192.168.0.1', '84.116.236.62', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,14.0,13-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,15.0,14-04,"['192.168.88.1', '192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,18.0,14-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,20.0,14-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.228.252.133,21.0,14-04,"['192.168.0.1', '84.116.239.129', '84.116.134.110', '74.125.118.8', '216.239.43.223', '209.85.244.241', '8.8.8.8']"
37.26.174.124,0.0,15-04,"['192.168.0.1', '37.26.174.113', '93.187.166.49', '93.187.161.53', '62.67.19.1', '72.14.242.122', '108.170.252.1', '72.14.234.113', '8.8.8.8']"
37.26.174.124,2.0,15-04,"['192.168.0.1', '37.26.174.113', '93.187.166.49', '93.187.161.53', '62.67.19.1', '72.14.242.122', '108.170.252.1', '72.14.234.113', '8.8.8.8']"
37.26.174.124,3.0,15-04,"['192.168.0.1', '37.26.174.113', '93.187.166.49', '93.187.161.53', '62.67.19.1', '4.69.163.82', '72.14.242.122', '108.170.252.1', '72.14.234.113', '8.8.8.8']"
41.213.203.50,3.0,14-04,"['10.144.0.1', '10.144.105.2', '10.255.11.61', '10.145.2.5', '10.145.2.10', '41.213.203.49', '41.213.224.49', '165.169.0.24', '8.8.8.8']"
41.213.203.50,5.0,14-04,"['10.140.23.1', '10.255.1.129', '10.145.2.10', '41.213.203.49', '41.213.224.49', '165.169.0.24', '8.8.8.8']"
41.213.203.50,6.0,14-04,"['10.140.23.1', '10.255.1.129', '10.145.2.10', '41.213.203.49', '41.213.224.49', '165.169.0.24', '8.8.8.8']"
45.135.151.45,15.0,14-04,"['45.135.151.33', '45.76.40.33', '80.249.208.247', '108.170.241.129', '108.170.236.223', '8.8.8.8']"
45.135.151.45,18.0,14-04,"['45.76.40.33', '80.249.208.247', '108.170.241.129', '108.170.236.223', '8.8.8.8']"
45.135.151.45,20.0,14-04,"['45.135.151.69', '45.76.40.33', '80.249.208.247', '108.170.241.129', '108.170.236.223', '8.8.8.8']"
45.135.151.45,21.0,14-04,"['45.135.151.33', '45.135.151.69', '45.76.40.33', '80.249.208.247', '108.170.241.129', '108.170.236.223', '8.8.8.8']"
45.17.13.240,18.0,14-04,"['192.168.1.1', '45.17.12.1', '99.168.25.208', '99.134.205.130', '12.83.114.33', '12.122.140.237', '12.255.10.8', '172.253.71.63', '108.170.225.119', '8.8.8.8']"
45.17.13.240,20.0,14-04,"['192.168.1.1', '45.17.12.1', '99.168.25.208', '99.134.205.130', '12.83.114.33', '12.122.140.237', '12.255.10.8', '172.253.71.63', '108.170.225.119', '8.8.8.8']"
45.17.13.240,21.0,14-04,"['192.168.1.1', '45.17.12.1', '99.168.25.208', '99.134.205.130', '12.83.114.33', '12.122.140.237', '12.255.10.8', '172.253.71.63', '108.170.225.119', '8.8.8.8']"
45.239.44.10,3.0,15-04,"['45.239.44.1', '170.83.243.25', '45.170.131.153', '100.100.100.2', '187.16.218.58', '74.125.243.65', '108.170.225.157', '8.8.8.8']"
45.239.44.10,6.0,15-04,"['45.239.44.1', '170.83.243.25', '45.170.131.153', '100.100.100.2', '74.125.243.65', '108.170.225.157', '8.8.8.8']"
46.140.240.40,6.0,15-04,"['10.11.1.1', '46.140.240.34', '62.2.54.213', '84.116.201.193', '84.116.134.142', '72.14.221.112', '74.125.243.161', '172.253.50.23', '8.8.8.8']"
46.140.240.40,8.0,15-04,"['10.11.1.1', '46.140.240.34', '62.2.54.213', '84.116.201.193', '84.116.134.142', '72.14.221.112', '74.125.243.161', '172.253.50.23', '8.8.8.8']"
46.140.240.40,9.0,15-04,"['10.11.1.1', '46.140.240.34', '62.2.54.213', '84.116.201.193', '84.116.134.142', '72.14.221.112', '74.125.243.161', '172.253.50.23', '8.8.8.8']"
46.183.219.225,3.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '216.239.40.35', '64.233.175.175', '8.8.8.8']"
46.183.219.225,5.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '74.125.253.231', '216.239.41.196', '8.8.8.8']"
46.183.219.225,6.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '209.85.246.170', '72.14.236.117', '8.8.8.8']"
46.183.219.225,8.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '209.85.246.170', '72.14.236.117', '8.8.8.8']"
46.183.219.225,9.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '216.239.40.196', '72.14.236.115', '8.8.8.8']"
46.183.219.225,12.0,14-04,"['46.183.219.254', '46.183.216.53', '185.1.152.26', '74.125.244.133', '72.14.232.191', '74.125.253.231', '216.239.41.196', '8.8.8.8']"
49.36.128.85,3.0,14-04,"['192.168.29.1', '100.78.120.1', '172.26.14.75', '172.17.115.230', '172.17.115.226', '172.17.115.225', '72.14.216.200', '74.125.243.97', '172.253.67.101', '8.8.8.8']"
49.36.128.85,5.0,14-04,"['192.168.29.1', '100.78.120.1', '172.26.14.75', '172.17.115.230', '172.17.115.226', '172.17.115.225', '72.14.216.200', '74.125.243.97', '172.253.67.101', '8.8.8.8']"
49.36.128.85,6.0,14-04,"['192.168.29.1', '100.78.120.1', '172.26.14.75', '172.17.115.226', '172.17.115.230', '172.17.115.226', '172.17.115.225', '72.14.216.200', '74.125.243.97', '172.253.67.101', '8.8.8.8']"
49.36.128.85,8.0,14-04,"['192.168.29.1', '100.78.120.1', '172.26.14.75', '172.17.115.230', '172.17.115.225', '72.14.216.200', '74.125.243.97', '172.253.67.101', '8.8.8.8']"
49.36.128.85,9.0,14-04,"['192.168.29.1', '100.78.120.1', '172.26.14.75', '172.17.115.230', '172.17.115.226', '172.17.115.225', '72.14.216.200', '74.125.243.97', '172.253.67.101', '8.8.8.8']"
5.150.218.151,0.0,14-04,"['10.20.0.1', '5.150.218.145', '85.24.151.172', '176.10.180.254', '176.10.180.84', '209.85.174.232', '108.170.253.177', '209.85.242.99', '8.8.8.8']"
5.150.218.151,3.0,14-04,"['10.20.0.1', '5.150.218.145', '85.24.151.172', '176.10.180.254', '176.10.180.84', '72.14.211.124', '216.239.47.41', '216.239.54.177', '8.8.8.8']"
5.202.166.66,3.0,13-04,"['192.168.100.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '172.16.5.225', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
5.202.166.66,5.0,13-04,"['192.168.100.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '172.16.5.225', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
5.202.166.66,6.0,13-04,"['192.168.51.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
5.202.166.66,8.0,13-04,"['192.168.100.1', '172.16.1.1', '192.168.148.89', '192.168.150.60', '192.168.199.137', '192.168.0.254', '10.10.53.93', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
5.202.166.66,9.0,13-04,"['192.168.51.1', '172.16.1.1', '5.202.166.65', '172.17.40.5', '172.16.25.149', '172.16.24.22', '172.16.5.225', '10.201.177.133', '10.201.177.130', '10.21.21.22', '213.202.4.172', '213.202.4.187', '216.239.41.83', '216.239.51.123', '8.8.8.8']"
5.227.7.177,21.0,14-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '172.253.66.116', '72.14.235.69', '142.250.56.131', '8.8.8.8']"
5.227.7.177,23.0,14-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '216.239.50.46', '108.170.235.64', '142.250.56.131', '8.8.8.8']"
5.227.7.177,0.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '216.239.50.46', '108.170.235.64', '142.250.56.131', '8.8.8.8']"
5.227.7.177,2.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '172.253.66.116', '72.14.235.69', '142.250.56.131', '8.8.8.8']"
5.227.7.177,3.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '172.253.66.116', '72.14.235.69', '142.250.56.131', '8.8.8.8']"
5.227.7.177,6.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '172.253.66.116', '72.14.235.69', '142.250.56.131', '8.8.8.8']"
5.227.7.177,8.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '216.239.50.46', '108.170.235.64', '142.250.56.131', '8.8.8.8']"
5.227.7.177,9.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.158', '195.34.50.161', '72.14.223.74', '108.170.250.99', '216.239.50.46', '108.170.235.64', '142.250.56.131', '8.8.8.8']"
5.227.7.177,12.0,15-04,"['192.168.1.1', '10.8.96.1', '10.220.20.173', '172.25.0.22', '194.190.180.2', '195.34.36.245', '195.34.59.98', '212.188.28.169', '72.14.223.74', '108.170.250.99', '216.239.50.46', '108.170.235.64', '142.250.56.131', '8.8.8.8']"
